Module,Mode,EDI?,TIMESTAMP,Alert / Email,Problem Statements,Solution,SOP
IMPORT/EXPORT,Email,Yes,9/11/2025 15:21,"Subject: SITC - EDI SUBMISSION ERROR  - CS0057480/v

Dear Team,

In the status file, there is an Error Discription:
Schema error found for IMA2. Please check the input file and re-submit with valid content.
Customer Service wants to know whether we can ingnore the alert as per the FAQ.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,","An EDI submission error for SITC (CS0057480/v) has been flagged with a schema error for IMA2. The error message indicates that the input file contains invalid content and needs to be corrected before resubmission.
Customer Service is inquiring whether the error can be ignored as per the FAQ.","Check Input File Validity:
Inspect the input file associated with the error to confirm if it contains invalid content or schema issues.
Action: Validate the file against the correct schema to ensure compliance.
Determine Alert Relevance:
Review the FAQ and guidelines to assess if the error can indeed be ignored. If it’s a non-critical issue, note whether Customer Service can safely proceed.
Resubmit or Escalate:
If the issue is not ignorable, correct the schema error and resubmit the file.
If needed, escalate to the relevant team for further assistance or clarification.",
EDI/API,Call,Yes,1/2/2025 23:09,Call INC-290108 | EDI Parsing Issue on BAPLIE (translator quarantine) | Issue: Translator rejected BAPLIE: missing DTM count alignment (UNH/UNT mismatch). Partner Partner-D interchange quarantined; downstream milestone not created. Context tokens: STOWAGE. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.,Translator rejected BAPLIE: missing DTM count alignment (UNH/UNT mismatch). Partner Partner-D interchange quarantined; downstream milestone not created. Context tokens: STOWAGE. All numeric identifiers are randomized placeholders; no credentials stored.,Escalate to EDIAPI Product Team,
Container Report,SMS,No,8/29/2025 16:53,Alert: SMS INC-665979 | Issue: 401 responses and timeouts on '/edi/upload' when querying ONEU8232971. slowest 5% of requests latency > 10s; retries ex. Please check immediately.,401 responses and timeouts on '/edi/upload' when querying ONEU8232971. slowest 5% of requests latency > 10s; retries exhausted—gaps visible in customer timeline. Coincides with partner load test near Tuas Port.,Escalate to Container Product Team,
EDI/API,SMS,Yes,6/1/2025 16:54,"Alert: SMS INC-488871 | Issue: Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-D, while TOS computed loc. Please check immediately.","Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-D, while TOS computed local UTC+8. Container MSCU1982614 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-S0NSMKCM not impacted operationally but customer view inconsistent. Context tokens: OTHER. All numeric identifiers are randomized placeholders; no credentials stored.","Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable.","EDI: Time zone drift caused eventTime to serialize in UTC+0 for partner PARTNER_ID, while TOS computed local UTC+8. "
EDI/API,Call,Yes,4/30/2025 22:40,"Call INC-664869 | EDI/API Data Mismatch on MSCU5604969 at PSA Keppel | Issue: Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-A, while TOS computed local UTC+8. Container MSCU5604969 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-D64AT1HX not impacted operationally but customer view inconsistent. Context tokens: SAXP, HLCUPN7241107580. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.","Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-A, while TOS computed local UTC+8. Container MSCU5604969 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-D64AT1HX not impacted operationally but customer view inconsistent. Context tokens: SAXP, HLCUPN7241107580. All numeric identifiers are randomized placeholders; no credentials stored.",Escalate to EDIAPI Product Team,
EDI/API,Email,Yes,1/20/2025 22:12,"Subject: Email ALR-568140 | EDI/API Data Mismatch on OOCL2332570 at Tuas Port

Dear Team,

Shipper/consignee role swap observed on API payload for OOCL2332570. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,",Shipper/consignee role swap observed on API payload for OOCL2332570. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored.,"Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable.",API: Shipper/consignee role swap observed on API payload for CONTAINER_ID 
EDI/API,Call,Yes,6/3/2025 13:04,"Call ALR-272090 | EDI/API Data Mismatch on MSCU8295045 at PSA Pasir Panjang | Issue: Shipper/consignee role swap observed on API payload for MSCU8295045. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: PSA Pasir Panjang. Context tokens: SZTY, PASSION. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.","Shipper/consignee role swap observed on API payload for MSCU8295045. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: PSA Pasir Panjang. Context tokens: SZTY, PASSION. All numeric identifiers are randomized placeholders; no credentials stored.","Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable.",
Vessel,SMS,Yes,3/6/2025 1:35,"Alert: SMS INC-451814 | Issue: BAPLIE inconsistency for MV CORAL WAVE/002E: COARRI shows discharge completed for bay 22, but BAPLIE. Please check immediately.","BAPLIE inconsistency for MV CORAL WAVE/002E: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored.",Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable.,"VSL: BAPLIE inconsistency for VESSEL_ID: COARRI shows discharge completed for bay BAY_NUMBER, but BAPLIE still lists units in those slots. Older timestamp regressed the plan."
Container Booking,SMS,No,2/4/2025 10:43,Alert: SMS ALR-733052 | Issue: Discrepancy between customer portal and TOS for container CMAU2117550 on voyage QS19. Portal shows '. Please check immediately.,"Discrepancy between customer portal and TOS for container CMAU2117550 on voyage QS19. Portal shows 'Loaded @ BP01' while TOS indicates 'In Yard - Block J4'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-ZZPQK51F and seal S7924-MF8 included (randomized placeholders). Yard crane QC15 handled the last move at PSA Tanjong Pagar.",Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs.,CNTR: Discrepancy between customer portal and TOS for container CM 
Vessel,SMS,Yes,9/1/2025 15:46,Alert: SMS ALR-184495 | Issue: Schedule API intermittently returns 429 for MV CORAL WAVE/7A; slowest 5% of requests latency > 12s. External subscriber. Please check immediately.,Schedule API intermittently returns 429 for MV CORAL WAVE/7A; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored.,"Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable.",VSL: Schedule API intermittently returns 429 for VESSEL_ID; slowest 5% of requests latency > 12s 
EDI/API,SMS,Yes,4/21/2025 17:21,Alert: SMS INC-258246 | Issue: Rate limiter throttled legitimate traffic after load surge. Hot keys on '/edi/upload/1ZXDAN' created. Please check immediately.,"Rate limiter throttled legitimate traffic after load surge. Hot keys on '/edi/upload/1ZXDAN' created cache stampede; error budget burned for the window. Context tokens: HEADING, FEDI. All numeric identifiers are randomized placeholders; no credentials stored.",Introduced per-partner rate shaping; added idempotency keys for webhook retries; validated TLS and cipher compatibility; published sanitized RCA. Communications used masked ticket references where applicable.,EDI: Intermittent 408 on '/auth/token' during webhook deliveries to PARTNER_ID 
EDI/API,Call,Yes,6/29/2025 17:44,Call INC-741005 | EDI Parsing Issue on EDIFACT COARRI (translator quarantine) | Issue: EDIFACT COARRI duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.,EDIFACT COARRI duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. All numeric identifiers are randomized placeholders; no credentials stored.,Implemented pre-ingest normalizer for qualifiers; updated partner IG notes; enabled anomaly detection for repeated segment errors exceeds threshold. Communications used masked ticket references where applicable.,
Vessel,Call,No,6/11/2025 2:58,"Call ALR-784453 | Vessel MV BLUE ORBIT/43C exception at Tuas Port | Issue: ETA/ETB mismatch for MV BLUE ORBIT (IMO 3185584, CS-C01SB) on voyage 43C. Berth plan shows ETB at BP01 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at Tuas Port reflects older figures. Pilotage request pending; quay Q1 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.","ETA/ETB mismatch for MV BLUE ORBIT (IMO 3185584, CS-C01SB) on voyage 43C. Berth plan shows ETB at BP01 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at Tuas Port reflects older figures. Pilotage request pending; quay Q1 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored.", Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable.,
